a,b,label,score
54__M_Left_index_2.BMP,54__M_Left_index_3.BMP,genuine,81.63
54__M_Left_little_1.BMP,54__M_Left_little_2.BMP,genuine,82.35
54__M_Left_little_1.BMP,54__M_Left_little_3.BMP,genuine,94.44
54__M_Left_little_2.BMP,54__M_Left_little_3.BMP,genuine,76.47
54__M_Left_middle_1.BMP,54__M_Left_middle_2.BMP,genuine,56.52
54__M_Left_middle_1.BMP,54__M_Left_middle_3.BMP,genuine,95.65
54__M_Left_middle_2.BMP,54__M_Left_middle_3.BMP,genuine,37.5
54__M_Left_ring_1.BMP,54__M_Left_ring_2.BMP,genuine,78.79
54__M_Left_ring_1.BMP,54__M_Left_ring_3.BMP,genuine,90.91
54__M_Left_ring_2.BMP,54__M_Left_ring_3.BMP,genuine,85.29
54__M_Left_thumb_1.BMP,54__M_Left_thumb_2.BMP,genuine,72.73
54__M_Left_thumb_1.BMP,54__M_Left_thumb_3.BMP,genuine,18.18
54__M_Left_thumb_2.BMP,54__M_Left_thumb_3.BMP,genuine,33.33
54__M_Right_index_1.BMP,54__M_Right_index_2.BMP,genuine,85.0
54__M_Right_index_1.BMP,54__M_Right_index_3.BMP,genuine,95.0
54__M_Right_index_2.BMP,54__M_Right_index_3.BMP,genuine,76.19
54__M_Right_little_1.BMP,54__M_Right_little_2.BMP,genuine,16.13
54__M_Right_little_1.BMP,54__M_Right_little_3.BMP,genuine,33.33
54__M_Right_little_2.BMP,54__M_Right_little_3.BMP,genuine,23.53
54__M_Right_middle_1.BMP,54__M_Right_middle_2.BMP,genuine,5.56
54__M_Right_middle_1.BMP,54__M_Right_middle_3.BMP,genuine,50.0
54__M_Right_middle_2.BMP,54__M_Right_middle_3.BMP,genuine,10.53
54__M_Right_ring_1.BMP,54__M_Right_ring_2.BMP,genuine,19.35
54__M_Right_ring_1.BMP,54__M_Right_ring_3.BMP,genuine,18.52
54__M_Right_ring_2.BMP,54__M_Right_ring_3.BMP,genuine,17.65
54__M_Right_thumb_1.BMP,54__M_Right_thumb_2.BMP,genuine,24.49
54__M_Right_thumb_1.BMP,54__M_Right_thumb_3.BMP,genuine,24.49
54__M_Right_thumb_2.BMP,54__M_Right_thumb_3.BMP,genuine,72.0
55__M_Left_index_1.BMP,55__M_Left_index_2.BMP,genuine,84.21
55__M_Left_index_1.BMP,55__M_Left_index_3.BMP,genuine,90.48
55__M_Left_index_2.BMP,55__M_Left_index_3.BMP,genuine,20.0
55__M_Left_little_1.BMP,55__M_Left_little_2.BMP,genuine,54.17
55__M_Left_little_1.BMP,55__M_Left_little_3.BMP,genuine,71.43
55__M_Left_little_2.BMP,55__M_Left_little_3.BMP,genuine,43.48
55__M_Left_middle_1.BMP,55__M_Left_middle_2.BMP,genuine,100.0
55__M_Left_middle_1.BMP,55__M_Left_middle_3.BMP,genuine,96.97
55__M_Left_middle_2.BMP,55__M_Left_middle_3.BMP,genuine,96.97
55__M_Left_ring_1.BMP,55__M_Left_ring_2.BMP,genuine,8.82
55__M_Left_ring_1.BMP,55__M_Left_ring_3.BMP,genuine,96.77
55__M_Left_ring_2.BMP,55__M_Left_ring_3.BMP,genuine,14.29
55__M_Left_thumb_1.BMP,55__M_Left_thumb_2.BMP,genuine,100.0
55__M_Left_thumb_1.BMP,55__M_Left_thumb_3.BMP,genuine,33.33
55__M_Left_thumb_2.BMP,55__M_Left_thumb_3.BMP,genuine,33.33
55__M_Right_index_1.BMP,55__M_Right_index_2.BMP,genuine,21.98
55__M_Right_index_1.BMP,55__M_Right_index_3.BMP,genuine,100.0
55__M_Right_index_2.BMP,55__M_Right_index_3.BMP,genuine,19.78
55__M_Right_little_1.BMP,55__M_Right_little_2.BMP,genuine,75.0
55__M_Right_little_1.BMP,55__M_Right_little_3.BMP,genuine,25.93
55__M_Right_little_2.BMP,55__M_Right_little_3.BMP,genuine,22.22
55__M_Right_middle_1.BMP,55__M_Right_middle_2.BMP,genuine,88.0
55__M_Right_middle_1.BMP,55__M_Right_middle_3.BMP,genuine,96.0
55__M_Right_middle_2.BMP,55__M_Right_middle_3.BMP,genuine,90.0
55__M_Right_ring_1.BMP,55__M_Right_ring_2.BMP,genuine,46.94
55__M_Right_ring_1.BMP,55__M_Right_ring_3.BMP,genuine,92.0
55__M_Right_ring_2.BMP,55__M_Right_ring_3.BMP,genuine,89.8
55__M_Right_thumb_1.BMP,55__M_Right_thumb_2.BMP,genuine,100.0
55__M_Right_thumb_1.BMP,55__M_Right_thumb_3.BMP,genuine,100.0
55__M_Right_thumb_2.BMP,55__M_Right_thumb_3.BMP,genuine,100.0
56__F_Left_index_1.BMP,56__F_Left_index_2.BMP,genuine,74.0
56__F_Left_index_1.BMP,56__F_Left_index_3.BMP,genuine,64.0
56__F_Left_index_2.BMP,56__F_Left_index_3.BMP,genuine,30.0
56__F_Left_little_1.BMP,56__F_Left_little_2.BMP,genuine,18.75
56__F_Left_little_1.BMP,56__F_Left_little_3.BMP,genuine,31.25
56__F_Left_little_2.BMP,56__F_Left_little_3.BMP,genuine,54.0
56__F_Left_middle_1.BMP,56__F_Left_middle_2.BMP,genuine,78.26
56__F_Left_middle_1.BMP,56__F_Left_middle_3.BMP,genuine,90.7
56__F_Left_middle_2.BMP,56__F_Left_middle_3.BMP,genuine,76.6
56__F_Left_ring_1.BMP,56__F_Left_ring_2.BMP,genuine,19.15
56__F_Left_ring_1.BMP,56__F_Left_ring_3.BMP,genuine,30.0
56__F_Left_ring_2.BMP,56__F_Left_ring_3.BMP,genuine,14.89
56__F_Left_thumb_1.BMP,56__F_Left_thumb_2.BMP,genuine,54.84
56__F_Left_thumb_1.BMP,56__F_Left_thumb_3.BMP,genuine,83.87
56__F_Left_thumb_2.BMP,56__F_Left_thumb_3.BMP,genuine,90.62
56__F_Right_index_1.BMP,56__F_Right_index_2.BMP,genuine,97.56
56__F_Right_index_1.BMP,56__F_Right_index_3.BMP,genuine,21.74
56__F_Right_index_2.BMP,56__F_Right_index_3.BMP,genuine,31.11
56__F_Right_little_1.BMP,56__F_Right_little_2.BMP,genuine,27.27
56__F_Right_little_1.BMP,56__F_Right_little_3.BMP,genuine,71.43
56__F_Right_little_2.BMP,56__F_Right_little_3.BMP,genuine,28.12
56__F_Right_middle_1.BMP,56__F_Right_middle_2.BMP,genuine,73.33
56__F_Right_middle_1.BMP,56__F_Right_middle_3.BMP,genuine,97.67
56__F_Right_middle_2.BMP,56__F_Right_middle_3.BMP,genuine,69.57
56__F_Right_ring_1.BMP,56__F_Right_ring_2.BMP,genuine,48.0
56__F_Right_ring_1.BMP,56__F_Right_ring_3.BMP,genuine,64.0
56__F_Right_ring_2.BMP,56__F_Right_ring_3.BMP,genuine,16.0
56__F_Right_thumb_1.BMP,56__F_Right_thumb_2.BMP,genuine,21.05
56__F_Right_thumb_1.BMP,56__F_Right_thumb_3.BMP,genuine,90.32
56__F_Right_thumb_2.BMP,56__F_Right_thumb_3.BMP,genuine,17.95
57__M_Left_index_1.BMP,57__M_Left_index_2.BMP,genuine,13.64
57__M_Left_index_1.BMP,57__M_Left_index_3.BMP,genuine,100.0
57__M_Left_index_2.BMP,57__M_Left_index_3.BMP,genuine,9.09
57__M_Left_little_1.BMP,57__M_Left_little_2.BMP,genuine,10.53
57__M_Left_little_1.BMP,57__M_Left_little_3.BMP,genuine,100.0
57__M_Left_little_2.BMP,57__M_Left_little_3.BMP,genuine,10.53
57__M_Left_middle_1.BMP,57__M_Left_middle_2.BMP,genuine,17.65
57__M_Left_middle_1.BMP,57__M_Left_middle_3.BMP,genuine,20.0
57__M_Left_middle_2.BMP,57__M_Left_middle_3.BMP,genuine,45.0
57__M_Left_ring_1.BMP,57__M_Left_ring_2.BMP,genuine,21.88
57__M_Left_ring_1.BMP,57__M_Left_ring_3.BMP,genuine,48.28
57__M_Left_ring_2.BMP,57__M_Left_ring_3.BMP,genuine,57.14
57__M_Left_thumb_1.BMP,57__M_Left_thumb_2.BMP,genuine,61.9
57__M_Left_thumb_1.BMP,57__M_Left_thumb_3.BMP,genuine,100.0
57__M_Left_thumb_2.BMP,57__M_Left_thumb_3.BMP,genuine,57.14
57__M_Right_index_1.BMP,57__M_Right_index_2.BMP,genuine,76.19
57__M_Right_index_1.BMP,57__M_Right_index_3.BMP,genuine,54.55
57__M_Right_index_2.BMP,57__M_Right_index_3.BMP,genuine,69.57
57__M_Right_little_1.BMP,57__M_Right_little_2.BMP,genuine,15.62
57__M_Right_little_1.BMP,57__M_Right_little_3.BMP,genuine,96.3
57__M_Right_little_2.BMP,57__M_Right_little_3.BMP,genuine,6.45
57__M_Right_middle_1.BMP,57__M_Right_middle_2.BMP,genuine,28.57
57__M_Right_middle_1.BMP,57__M_Right_middle_3.BMP,genuine,100.0
57__M_Right_middle_2.BMP,57__M_Right_middle_3.BMP,genuine,26.19
57__M_Right_ring_1.BMP,57__M_Right_ring_2.BMP,genuine,95.83
57__M_Right_ring_1.BMP,57__M_Right_ring_3.BMP,genuine,95.83
57__M_Right_ring_2.BMP,57__M_Right_ring_3.BMP,genuine,100.0
57__M_Right_thumb_1.BMP,57__M_Right_thumb_2.BMP,genuine,83.33
57__M_Right_thumb_1.BMP,57__M_Right_thumb_3.BMP,genuine,53.85
57__M_Right_thumb_2.BMP,57__M_Right_thumb_3.BMP,genuine,61.54
58__M_Left_index_1.BMP,58__M_Left_index_2.BMP,genuine,78.95
58__M_Left_index_1.BMP,58__M_Left_index_3.BMP,genuine,100.0
58__M_Left_index_2.BMP,58__M_Left_index_3.BMP,genuine,73.68
58__M_Left_little_1.BMP,58__M_Left_little_2.BMP,genuine,31.58
58__M_Left_little_1.BMP,58__M_Left_little_3.BMP,genuine,88.89
58__M_Left_little_2.BMP,58__M_Left_little_3.BMP,genuine,63.16
58__M_Left_middle_1.BMP,58__M_Left_middle_2.BMP,genuine,94.12
58__M_Left_middle_1.BMP,58__M_Left_middle_3.BMP,genuine,25.0
58__M_Left_middle_2.BMP,58__M_Left_middle_3.BMP,genuine,23.81
58__M_Left_ring_1.BMP,58__M_Left_ring_2.BMP,genuine,100.0
58__M_Left_ring_1.BMP,58__M_Left_ring_3.BMP,genuine,96.0
58__M_Left_ring_2.BMP,58__M_Left_ring_3.BMP,genuine,96.0
58__M_Left_thumb_1.BMP,58__M_Left_thumb_2.BMP,genuine,27.27
58__M_Left_thumb_1.BMP,58__M_Left_thumb_3.BMP,genuine,100.0
58__M_Left_thumb_2.BMP,58__M_Left_thumb_3.BMP,genuine,27.27
58__M_Right_index_1.BMP,58__M_Right_index_2.BMP,genuine,20.0
58__M_Right_index_1.BMP,58__M_Right_index_3.BMP,genuine,0.0
58__M_Right_index_2.BMP,58__M_Right_index_3.BMP,genuine,0.0
58__M_Right_little_1.BMP,58__M_Right_little_2.BMP,genuine,94.74
58__M_Right_little_1.BMP,58__M_Right_little_3.BMP,genuine,100.0
58__M_Right_little_2.BMP,58__M_Right_little_3.BMP,genuine,94.74
58__M_Right_middle_1.BMP,58__M_Right_middle_2.BMP,genuine,73.91
58__M_Right_middle_1.BMP,58__M_Right_middle_3.BMP,genuine,43.48
58__M_Right_middle_2.BMP,58__M_Right_middle_3.BMP,genuine,54.55
58__M_Right_ring_1.BMP,58__M_Right_ring_2.BMP,genuine,25.0
58__M_Right_ring_1.BMP,58__M_Right_ring_3.BMP,genuine,57.14
58__M_Right_ring_2.BMP,58__M_Right_ring_3.BMP,genuine,42.86
58__M_Right_thumb_1.BMP,58__M_Right_thumb_2.BMP,genuine,54.55
58__M_Right_thumb_1.BMP,58__M_Right_thumb_3.BMP,genuine,83.33
58__M_Right_thumb_2.BMP,58__M_Right_thumb_3.BMP,genuine,50.0
59__F_Left_index_1.BMP,59__F_Left_index_2.BMP,genuine,44.0
59__F_Left_index_1.BMP,59__F_Left_index_3.BMP,genuine,78.0
59__F_Left_index_2.BMP,59__F_Left_index_3.BMP,genuine,38.0
59__F_Left_little_1.BMP,59__F_Left_little_2.BMP,genuine,65.0
59__F_Left_little_1.BMP,59__F_Left_little_3.BMP,genuine,46.67
59__F_Left_little_2.BMP,59__F_Left_little_3.BMP,genuine,23.26
59__F_Left_middle_1.BMP,59__F_Left_middle_2.BMP,genuine,16.22
59__F_Left_middle_1.BMP,59__F_Left_middle_3.BMP,genuine,83.33
59__F_Left_middle_2.BMP,59__F_Left_middle_3.BMP,genuine,18.92
59__F_Left_ring_1.BMP,59__F_Left_ring_2.BMP,genuine,85.29
59__F_Left_ring_1.BMP,59__F_Left_ring_3.BMP,genuine,78.79
59__F_Left_ring_2.BMP,59__F_Left_ring_3.BMP,genuine,85.71
59__F_Left_thumb_1.BMP,59__F_Left_thumb_2.BMP,genuine,14.29
59__F_Left_thumb_1.BMP,59__F_Left_thumb_3.BMP,genuine,6.25
59__F_Left_thumb_2.BMP,59__F_Left_thumb_3.BMP,genuine,22.22
59__F_Right_index_1.BMP,59__F_Right_index_2.BMP,genuine,18.0
59__F_Right_index_1.BMP,59__F_Right_index_3.BMP,genuine,12.0
59__F_Right_index_2.BMP,59__F_Right_index_3.BMP,genuine,32.0
59__F_Right_little_1.BMP,59__F_Right_little_2.BMP,genuine,26.83
59__F_Right_little_1.BMP,59__F_Right_little_3.BMP,genuine,97.14
59__F_Right_little_2.BMP,59__F_Right_little_3.BMP,genuine,38.1
59__F_Right_middle_1.BMP,59__F_Right_middle_2.BMP,genuine,10.42
59__F_Right_middle_1.BMP,59__F_Right_middle_3.BMP,genuine,54.17
59__F_Right_middle_2.BMP,59__F_Right_middle_3.BMP,genuine,16.0
59__F_Right_ring_1.BMP,59__F_Right_ring_2.BMP,genuine,18.0
59__F_Right_ring_1.BMP,59__F_Right_ring_3.BMP,genuine,84.0
59__F_Right_ring_2.BMP,59__F_Right_ring_3.BMP,genuine,22.0
59__F_Right_thumb_1.BMP,59__F_Right_thumb_2.BMP,genuine,18.75
59__F_Right_thumb_1.BMP,59__F_Right_thumb_3.BMP,genuine,96.3
59__F_Right_thumb_2.BMP,59__F_Right_thumb_3.BMP,genuine,39.39
5__M_Left_index_1.BMP,5__M_Left_index_2.BMP,genuine,77.14
5__M_Left_index_1.BMP,5__M_Left_index_3.BMP,genuine,97.14
5__M_Left_index_2.BMP,5__M_Left_index_3.BMP,genuine,79.41
5__M_Left_little_1.BMP,5__M_Left_little_2.BMP,genuine,100.0
5__M_Left_little_1.BMP,5__M_Left_little_3.BMP,genuine,100.0
5__M_Left_little_2.BMP,5__M_Left_little_3.BMP,genuine,100.0
5__M_Left_middle_1.BMP,5__M_Left_middle_2.BMP,genuine,12.5
5__M_Left_middle_1.BMP,5__M_Left_middle_3.BMP,genuine,40.0
5__M_Left_middle_2.BMP,5__M_Left_middle_3.BMP,genuine,18.75
5__M_Left_ring_1.BMP,5__M_Left_ring_2.BMP,genuine,100.0
5__M_Left_ring_1.BMP,5__M_Left_ring_3.BMP,genuine,0.0
5__M_Left_ring_2.BMP,5__M_Left_ring_3.BMP,genuine,0.0
5__M_Left_thumb_1.BMP,5__M_Left_thumb_2.BMP,genuine,87.5
5__M_Left_thumb_1.BMP,5__M_Left_thumb_3.BMP,genuine,75.0
5__M_Left_thumb_2.BMP,5__M_Left_thumb_3.BMP,genuine,80.77
5__M_Right_index_1.BMP,5__M_Right_index_2.BMP,genuine,100.0
5__M_Right_index_1.BMP,5__M_Right_index_3.BMP,genuine,10.0
5__M_Right_index_2.BMP,5__M_Right_index_3.BMP,genuine,10.0
5__M_Right_little_1.BMP,5__M_Right_little_2.BMP,genuine,0.0
5__M_Right_little_1.BMP,5__M_Right_little_3.BMP,genuine,100.0
5__M_Right_little_2.BMP,5__M_Right_little_3.BMP,genuine,0.0
5__M_Right_middle_1.BMP,5__M_Right_middle_2.BMP,genuine,0.0
5__M_Right_middle_1.BMP,5__M_Right_middle_3.BMP,genuine,28.57
5__M_Right_middle_2.BMP,5__M_Right_middle_3.BMP,genuine,9.09
5__M_Right_thumb_1.BMP,5__M_Right_thumb_2.BMP,genuine,100.0
5__M_Right_thumb_1.BMP,5__M_Right_thumb_3.BMP,genuine,86.67
5__M_Right_thumb_2.BMP,5__M_Right_thumb_3.BMP,genuine,86.67
60__M_Left_index_1.BMP,60__M_Left_index_2.BMP,genuine,42.11
60__M_Left_index_1.BMP,60__M_Left_index_3.BMP,genuine,55.0
60__M_Left_index_2.BMP,60__M_Left_index_3.BMP,genuine,28.57
60__M_Left_little_1.BMP,60__M_Left_little_2.BMP,genuine,29.03
60__M_Left_little_1.BMP,60__M_Left_little_3.BMP,genuine,92.86
60__M_Left_little_2.BMP,60__M_Left_little_3.BMP,genuine,35.48
60__M_Left_middle_1.BMP,60__M_Left_middle_2.BMP,genuine,14.29
60__M_Left_middle_1.BMP,60__M_Left_middle_3.BMP,genuine,100.0
60__M_Left_middle_2.BMP,60__M_Left_middle_3.BMP,genuine,17.86
60__M_Left_ring_1.BMP,60__M_Left_ring_2.BMP,genuine,16.67
60__M_Left_ring_1.BMP,60__M_Left_ring_3.BMP,genuine,15.79
60__M_Left_ring_2.BMP,60__M_Left_ring_3.BMP,genuine,42.86
60__M_Left_thumb_1.BMP,60__M_Left_thumb_2.BMP,genuine,79.41
60__M_Left_thumb_1.BMP,60__M_Left_thumb_3.BMP,genuine,88.89
60__M_Left_thumb_2.BMP,60__M_Left_thumb_3.BMP,genuine,77.78
60__M_Right_index_1.BMP,60__M_Right_index_2.BMP,genuine,35.0
60__M_Right_index_1.BMP,60__M_Right_index_3.BMP,genuine,32.5
60__M_Right_index_2.BMP,60__M_Right_index_3.BMP,genuine,77.27
60__M_Right_little_1.BMP,60__M_Right_little_2.BMP,genuine,90.0
60__M_Right_little_1.BMP,60__M_Right_little_3.BMP,genuine,100.0
60__M_Right_little_2.BMP,60__M_Right_little_3.BMP,genuine,90.0
60__M_Right_middle_1.BMP,60__M_Right_middle_2.BMP,genuine,63.89
60__M_Right_middle_1.BMP,60__M_Right_middle_3.BMP,genuine,74.29
60__M_Right_middle_2.BMP,60__M_Right_middle_3.BMP,genuine,51.28
60__M_Right_ring_1.BMP,60__M_Right_ring_2.BMP,genuine,75.0
60__M_Right_ring_1.BMP,60__M_Right_ring_3.BMP,genuine,80.0
60__M_Right_ring_2.BMP,60__M_Right_ring_3.BMP,genuine,60.0
60__M_Right_thumb_1.BMP,60__M_Right_thumb_2.BMP,genuine,76.0
60__M_Right_thumb_1.BMP,60__M_Right_thumb_3.BMP,genuine,80.0
60__M_Right_thumb_2.BMP,60__M_Right_thumb_3.BMP,genuine,76.0
61__M_Left_index_1.BMP,61__M_Left_index_2.BMP,genuine,60.71
61__M_Left_index_1.BMP,61__M_Left_index_3.BMP,genuine,96.15
61__M_Left_index_2.BMP,61__M_Left_index_3.BMP,genuine,53.57
61__M_Left_little_1.BMP,61__M_Left_little_2.BMP,genuine,71.43
61__M_Left_little_1.BMP,61__M_Left_little_3.BMP,genuine,100.0
61__M_Left_little_2.BMP,61__M_Left_little_3.BMP,genuine,76.19
61__M_Left_middle_1.BMP,61__M_Left_middle_2.BMP,genuine,22.22
61__M_Left_middle_1.BMP,61__M_Left_middle_3.BMP,genuine,76.47
61__M_Left_middle_2.BMP,61__M_Left_middle_3.BMP,genuine,36.84
61__M_Left_ring_1.BMP,61__M_Left_ring_2.BMP,genuine,21.43
61__M_Left_ring_1.BMP,61__M_Left_ring_3.BMP,genuine,88.0
61__M_Left_ring_2.BMP,61__M_Left_ring_3.BMP,genuine,37.93
61__M_Left_thumb_1.BMP,61__M_Left_thumb_2.BMP,genuine,30.0
61__M_Left_thumb_1.BMP,61__M_Left_thumb_3.BMP,genuine,9.09
61__M_Left_thumb_2.BMP,61__M_Left_thumb_3.BMP,genuine,18.18
61__M_Right_index_1.BMP,61__M_Right_index_2.BMP,genuine,78.0
61__M_Right_index_1.BMP,61__M_Right_index_3.BMP,genuine,90.0
61__M_Right_index_2.BMP,61__M_Right_index_3.BMP,genuine,72.0
61__M_Right_little_1.BMP,61__M_Right_little_2.BMP,genuine,76.0
61__M_Right_little_1.BMP,61__M_Right_little_3.BMP,genuine,95.45
61__M_Right_little_2.BMP,61__M_Right_little_3.BMP,genuine,76.0
61__M_Right_middle_1.BMP,61__M_Right_middle_2.BMP,genuine,28.95
61__M_Right_middle_1.BMP,61__M_Right_middle_3.BMP,genuine,100.0
61__M_Right_middle_2.BMP,61__M_Right_middle_3.BMP,genuine,28.95
61__M_Right_ring_1.BMP,61__M_Right_ring_2.BMP,genuine,18.18
61__M_Right_ring_1.BMP,61__M_Right_ring_3.BMP,genuine,100.0
61__M_Right_ring_2.BMP,61__M_Right_ring_3.BMP,genuine,18.18
61__M_Right_thumb_1.BMP,61__M_Right_thumb_2.BMP,genuine,30.0
61__M_Right_thumb_1.BMP,61__M_Right_thumb_3.BMP,genuine,41.67
61__M_Right_thumb_2.BMP,61__M_Right_thumb_3.BMP,genuine,20.0
62__M_Left_index_1.BMP,62__M_Left_index_2.BMP,genuine,63.64
62__M_Left_index_1.BMP,62__M_Left_index_3.BMP,genuine,93.55
62__M_Left_index_2.BMP,62__M_Left_index_3.BMP,genuine,88.24
62__M_Left_little_1.BMP,62__M_Left_little_2.BMP,genuine,15.0
62__M_Left_little_1.BMP,62__M_Left_little_3.BMP,genuine,78.12
62__M_Left_little_2.BMP,62__M_Left_little_3.BMP,genuine,15.0
62__M_Left_middle_1.BMP,62__M_Left_middle_2.BMP,genuine,31.25
62__M_Left_middle_1.BMP,62__M_Left_middle_3.BMP,genuine,88.89
62__M_Left_middle_2.BMP,62__M_Left_middle_3.BMP,genuine,21.21
62__M_Left_ring_1.BMP,62__M_Left_ring_2.BMP,genuine,72.73
62__M_Left_ring_1.BMP,62__M_Left_ring_3.BMP,genuine,96.55
62__M_Left_ring_2.BMP,62__M_Left_ring_3.BMP,genuine,34.38
62__M_Left_thumb_1.BMP,62__M_Left_thumb_2.BMP,genuine,14.81
62__M_Left_thumb_1.BMP,62__M_Left_thumb_3.BMP,genuine,76.19
62__M_Left_thumb_2.BMP,62__M_Left_thumb_3.BMP,genuine,17.86
62__M_Right_index_1.BMP,62__M_Right_index_2.BMP,genuine,59.26
62__M_Right_index_1.BMP,62__M_Right_index_3.BMP,genuine,42.86
62__M_Right_index_2.BMP,62__M_Right_index_3.BMP,genuine,61.29
62__M_Right_little_1.BMP,62__M_Right_little_2.BMP,genuine,72.0
62__M_Right_little_1.BMP,62__M_Right_little_3.BMP,genuine,90.0
62__M_Right_little_2.BMP,62__M_Right_little_3.BMP,genuine,76.0
62__M_Right_middle_1.BMP,62__M_Right_middle_2.BMP,genuine,20.69
62__M_Right_middle_1.BMP,62__M_Right_middle_3.BMP,genuine,85.71
62__M_Right_middle_2.BMP,62__M_Right_middle_3.BMP,genuine,77.42
62__M_Right_ring_1.BMP,62__M_Right_ring_2.BMP,genuine,71.43
62__M_Right_ring_1.BMP,62__M_Right_ring_3.BMP,genuine,16.0
62__M_Right_ring_2.BMP,62__M_Right_ring_3.BMP,genuine,23.08
62__M_Right_thumb_1.BMP,62__M_Right_thumb_2.BMP,genuine,77.78
62__M_Right_thumb_1.BMP,62__M_Right_thumb_3.BMP,genuine,94.74
62__M_Right_thumb_2.BMP,62__M_Right_thumb_3.BMP,genuine,78.95
63__M_Left_index_1.BMP,63__M_Left_index_2.BMP,genuine,92.86
63__M_Left_index_1.BMP,63__M_Left_index_3.BMP,genuine,92.86
63__M_Left_index_2.BMP,63__M_Left_index_3.BMP,genuine,92.86
63__M_Left_little_1.BMP,63__M_Left_little_2.BMP,genuine,89.47
63__M_Left_little_1.BMP,63__M_Left_little_3.BMP,genuine,27.27
63__M_Left_little_2.BMP,63__M_Left_little_3.BMP,genuine,14.29
63__M_Left_middle_1.BMP,63__M_Left_middle_2.BMP,genuine,31.03
63__M_Left_middle_1.BMP,63__M_Left_middle_3.BMP,genuine,88.0
63__M_Left_middle_2.BMP,63__M_Left_middle_3.BMP,genuine,40.0
63__M_Left_ring_1.BMP,63__M_Left_ring_2.BMP,genuine,52.27
63__M_Left_ring_1.BMP,63__M_Left_ring_3.BMP,genuine,66.67
63__M_Left_ring_2.BMP,63__M_Left_ring_3.BMP,genuine,52.17
63__M_Left_thumb_1.BMP,63__M_Left_thumb_2.BMP,genuine,12.5
63__M_Left_thumb_1.BMP,63__M_Left_thumb_3.BMP,genuine,100.0
63__M_Left_thumb_2.BMP,63__M_Left_thumb_3.BMP,genuine,25.0
63__M_Right_index_1.BMP,63__M_Right_index_2.BMP,genuine,46.0
63__M_Right_index_1.BMP,63__M_Right_index_3.BMP,genuine,94.0
63__M_Right_index_2.BMP,63__M_Right_index_3.BMP,genuine,58.0
63__M_Right_little_1.BMP,63__M_Right_little_2.BMP,genuine,32.61
63__M_Right_little_1.BMP,63__M_Right_little_3.BMP,genuine,86.05
63__M_Right_little_2.BMP,63__M_Right_little_3.BMP,genuine,27.91
63__M_Right_middle_1.BMP,63__M_Right_middle_2.BMP,genuine,55.81
63__M_Right_middle_1.BMP,63__M_Right_middle_3.BMP,genuine,95.45
63__M_Right_middle_2.BMP,63__M_Right_middle_3.BMP,genuine,22.22
63__M_Right_ring_1.BMP,63__M_Right_ring_2.BMP,genuine,17.65
63__M_Right_ring_1.BMP,63__M_Right_ring_3.BMP,genuine,26.92
63__M_Right_ring_2.BMP,63__M_Right_ring_3.BMP,genuine,11.11
63__M_Right_thumb_1.BMP,63__M_Right_thumb_2.BMP,genuine,72.0
63__M_Right_thumb_1.BMP,63__M_Right_thumb_3.BMP,genuine,94.0
63__M_Right_thumb_2.BMP,63__M_Right_thumb_3.BMP,genuine,82.0
64__M_Left_index_1.BMP,64__M_Left_index_2.BMP,genuine,9.09
64__M_Left_index_1.BMP,64__M_Left_index_3.BMP,genuine,100.0
64__M_Left_index_2.BMP,64__M_Left_index_3.BMP,genuine,9.09
64__M_Left_little_1.BMP,64__M_Left_little_2.BMP,genuine,25.0
64__M_Left_little_1.BMP,64__M_Left_little_3.BMP,genuine,55.56
64__M_Left_little_2.BMP,64__M_Left_little_3.BMP,genuine,22.22
64__M_Left_middle_1.BMP,64__M_Left_middle_2.BMP,genuine,100.0
64__M_Left_middle_1.BMP,64__M_Left_middle_3.BMP,genuine,100.0
64__M_Left_middle_2.BMP,64__M_Left_middle_3.BMP,genuine,100.0
64__M_Left_ring_1.BMP,64__M_Left_ring_2.BMP,genuine,66.67
64__M_Left_ring_1.BMP,64__M_Left_ring_3.BMP,genuine,95.45
64__M_Left_ring_2.BMP,64__M_Left_ring_3.BMP,genuine,80.0
64__M_Left_thumb_1.BMP,64__M_Left_thumb_2.BMP,genuine,9.09
64__M_Left_thumb_1.BMP,64__M_Left_thumb_3.BMP,genuine,22.22
64__M_Left_thumb_2.BMP,64__M_Left_thumb_3.BMP,genuine,16.67
64__M_Right_index_1.BMP,64__M_Right_index_2.BMP,genuine,13.33
64__M_Right_index_1.BMP,64__M_Right_index_3.BMP,genuine,15.38
64__M_Right_index_2.BMP,64__M_Right_index_3.BMP,genuine,29.41
64__M_Right_little_1.BMP,64__M_Right_little_2.BMP,genuine,33.33
64__M_Right_little_1.BMP,64__M_Right_little_3.BMP,genuine,100.0
64__M_Right_little_2.BMP,64__M_Right_little_3.BMP,genuine,27.27
64__M_Right_middle_1.BMP,64__M_Right_middle_2.BMP,genuine,5.88
64__M_Right_middle_1.BMP,64__M_Right_middle_3.BMP,genuine,14.29
64__M_Right_middle_2.BMP,64__M_Right_middle_3.BMP,genuine,47.62
64__M_Right_ring_1.BMP,64__M_Right_ring_2.BMP,genuine,85.0
64__M_Right_ring_1.BMP,64__M_Right_ring_3.BMP,genuine,71.43
64__M_Right_ring_2.BMP,64__M_Right_ring_3.BMP,genuine,77.27
64__M_Right_thumb_1.BMP,64__M_Right_thumb_2.BMP,genuine,0.0
